47-2031,12.0
47-2041,2.0
47-2044,4.0
47-2051,4.0
47-2061,21.0
47-2073,10.0
47-2081,1.0
47-2111,18.0
47-2121,11.0
47-2132,2.0
47-2141,7.0
47-2151,4.0
47-2152,20.0
47-2161,9.0
47-2181,1.0
47-2211,1.0
47-2221,2.0
47-2231,25.0
47-3013,1.0
47-3014,1.0
47-3019,4.0
47-4011,59.0
47-4021,5.0
47-4041,1.0
47-4071,1.0
47-4099,53.0
47-4799,14.0
47-5012,2.0
47-5013,1.0
47-5021,1.0
47-9031,1.0
49-1011,66.0
49-1011.00,1.0
49-2011,8.0
49-2021,15.0
49-2022,88.0
49-2091,14.0
49-2093,3.0
49-2094,32.0
49-2095,12.0
49-2096,4.0
49-2097,2.0
49-2098,7.0
49-2099,2.0
49-3011,109.0
49-3011.00,6.0
49-3021,6.0
49-3023,52.0
49-3031,2.0
49-3041,1.0
49-3042,8.0
49-3052,6.0
49-3092,2.0
49-9021,23.0
49-9041,13.0
49-9041.00,1.0
49-9042,12.0
49-9043,3.0
49-9044,17.0
49-9044.00,1.0
49-9045,3.0
49-9051,1.0
49-9052,1.0
49-9061,6.0
49-9062,48.0
49-9063,29.0
49-9064,16.0
49-9069,8.0
49-9071,14.0
49-9081,1.0
49-9091,5.0
49-9092,1.0
49-9096,4.0
49-9098,8.0
49-9099,20.0
49-9799,9.0
51-1011,287.0
51-1011.00,5.0
51-1999,1.0
51-2011,4.0
51-2022,2.0
51-2023,6.0
51-2041,5.0
51-2092,2.0
51-2093,1.0
51-2099,4.0
51-3011,33.0
51-3021,2.0
51-3022,1.0
51-3023,1.0
51-3091,2.0
51-3092,3.0
51-3099,8.0
51-4011,3.0
51-4012,45.0
51-4021,1.0
51-4032,5.0
51-4041,20.0
51-4061,1.0
51-4111,12.0
51-4121,21.0
51-4122,2.0
51-4191,1.0
51-4199,3.0
51-5021,1.0
51-5022,1.0
51-5023,2.0
51-5111,6.0
51-5112,7.0
51-6011,1.0
51-6031,3.0
51-6041,16.0
51-6052,19.0
51-6061,2.0
51-6092,23.0
51-6092.00,1.0
51-6099,16.0
51-7011,3.0
51-7041,6.0
51-7099,10.0
51-8012,1.0
51-8013,2.0
51-8021,5.0
51-8031,8.0
51-8091,8.0
51-8093,2.0
51-8099,11.0
51-9011,4.0
51-9012,44.0
51-9023,3.0
51-9032,2.0
51-9061,67.0
51-9061.00,1.0
51-9071,78.0
51-9081,124.0
51-9082,8.0
51-9083,12.0
51-9111,1.0
51-9122,4.0
51-9123,4.0
51-9131,12.0
51-9141,1.0
51-9151,8.0
51-9191,4.0
51-9194,4.0
51-9195,2.0
51-9196,9.0
51-9198,4.0
51-9199,40.0
51-9399,20.0
53-1011,2.0
53-1021,13.0
53-1031,41.0
53-2011,188.0
53-2012,98.0
53-2022,13.0
53-2031,1.0
53-2099,1.0
53-3022,1.0
53-3031,2.0
53-3032,11.0
53-3033,2.0
53-4031,2.0
53-5011,7.0
53-5021,72.0
53-5031,7.0
53-6041,33.0
53-6041.00,1.0
53-6051,195.0
53-6051.03,2.0
53-6051.08,30.0
53-6099,50.0
53-7032,2.0
53-7033,1.0
53-7041,2.0
53-7062,5.0
53-7063,1.0
54-1124,2.0
54-1512.00,2.0
55-2013,3.0
60-5108,1.0
