39-9011,82.0
39-9011.00,1.0
39-9021,17.0
39-9031,299.0
39-9031.00,5.0
39-9032,678.0
39-9032.00,8.0
39-9041,243.0
39-9041.00,9.0
39-9099,14.0
41-012,1.0
41-1011,210.0
41-1012,209.0
41-1012.00,1.0
41-2011,3.0
41-2021,6.0
41-2022,3.0
41-2031,57.0
41-3011,249.0
41-3011.00,6.0
41-3021,209.0
41-3031,2994.0
41-3031.00,42.0
41-3031.01,28.0
41-3031.02,20.0
41-3031.03,41.0
41-3041,59.0
41-3098,30.0
41-3099,500.0
41-3099.00,1.0
41-3099.01,1.0
41-3099.99,2.0
41-4011,1626.0
41-4011.00,20.0
41-4011.04,1.0
41-4011.05,1.0
41-4012,551.0
41-4012.00,7.0
41-9011,11.0
41-9012,1654.0
41-9012.00,5.0
41-9021,31.0
41-9022,31.0
41-9031,14061.0
41-9031.00,175.0
41-9041,6.0
41-9091,9.0
41-9099,155.0
41-9099.00,1.0
41-9099.99,2.0
41-9799,67.0
43-1011,534.0
43-1011.00,2.0
43-1011.02,1.0
43-2099,8.0
43-3011,11.0
43-3021,64.0
43-3031,878.0
43-3031.00,8.0
43-3031.02,1.0
43-3051,18.0
43-3061,53.0
43-3061.00,1.0
43-3099,36.0
43-4011,40.0
43-4011.00,2.0
43-4031,1.0
43-4041,24.0
43-4051,289.0
43-4051.03,1.0
43-4061,2.0
43-4071,12.0
43-4081,37.0
43-4081.00,1.0
43-4111,16.0
43-4121,11.0
43-4131,9.0
43-4141,1.0
43-4151,8.0
43-4161,182.0
43-4161.00,1.0
43-4171,18.0
43-4181,12.0
43-4199,31.0
43-5011,110.0
43-5011.00,2.0
43-5032,12.0
43-5061,304.0
43-5061.00,6.0
43-5071,24.0
43-5081,6.0
43-5111,2.0
43-6011,535.0
43-6011.00,15.0
43-6012,55.0
43-6013,5.0
43-6014,154.0
43-6014.00,1.0
43-9011,102.0
43-9021,7.0
43-9031,32.0
43-9041,29.0
43-9041.02,1.0
43-9061,107.0
43-9061.00,1.0
43-9081,51.0
43-9111,605.0
43-9111.00,13.0
43-9111.01,4.0
43-9199,208.0
43-9799,84.0
43-9799.00,1.0
45-1011,238.0
45-1011.00,2.0
45-1011.02,1.0
45-1011.08,3.0
45-2011,445.0
45-2011.00,1.0
45-2021,347.0
45-2021.00,10.0
45-2091,6.0
45-2092,21.0
45-2093,13.0
45-2099,52.0
45-3011,3.0
45-4011,3.0
47-1011,131.0
47-2011,1.0
47-2021,2.0
47-2022,1.0
